27532,7539.163364734243
27533,5550.2185183737965
27534,5266.640610825938
27535,15508.111766556478
27536,5948.86329669151
27537,7433.268731899105
27538,3409.120847562893
27539,6348.937109186582
27540,4919.335411923762
27541,5647.238816206266
27542,6012.198018871199
27543,5299.145302836086
27544,12605.600093723233
27545,6074.612004766383
27546,4039.631049749097
27547,5893.465485104446
27548,5612.081901917103
27549,4526.684840859573
27550,4539.558812239128
27551,5337.956856164105
27552,5634.658800587038
27553,6013.374352979357
27554,10957.128462154522
27555,13108.091916677935
27556,7323.837339253313
27557,7769.502892035902
27558,8868.589632034955
27559,5908.303862279982
27560,7243.580619233081
27561,6084.210998262413
27562,6190.299521546066
27563,5457.0515117107125
27564,10029.683562771641
27565,6281.932747205807
27566,6742.87125467988
27567,7348.223938101463
27568,10198.286719165008
27569,4450.076079509688
27570,4874.417928979693
27571,10897.613074579138
27572,6079.669555991962
27573,8566.630040529068
27574,6254.9453770013415
27575,6908.0679338502405
27576,13415.545261180063
27577,9765.345071146907
27578,8823.265070298072
27579,17007.41796090164
27580,5189.415425846962
27581,3852.3044853100364
27582,3864.882519952668
27583,5934.7644643309495
27584,16275.702555218086
27585,6487.175932134767
27586,5155.848201579787
27587,4696.202563236377
27588,7210.167986455674
27589,6213.426984621089
27590,7980.308640656748
27591,16322.940964861245
27592,8923.567536519355
27593,5676.934296606719
27594,11824.954399490714
27595,5536.433966403819
27596,3829.9289034636313
27597,5712.821887899427
27598,5597.98584049309
27599,7073.813464987249
27600,4205.326765225837
27601,3295.4783909453818
27602,7821.094061267313
27603,5599.647033800179
27604,4535.685881369043
27605,3895.7921309655662
27606,5276.560636673809
27607,11098.648727464883
27608,12891.24329450565
27609,11230.302619463055
27610,8650.347007655291
27611,4585.031727465563
27612,6185.1743838789225
27613,5951.181839872714
27614,12089.453072702125
27615,7283.002459912514
27616,11143.28274878483
27617,4742.94053854366
27618,8849.165379187465
27619,11471.885222524681
27620,5707.0126846064695
27621,7726.211699370558
27622,5468.526402436558
27623,4987.305024501856
27624,6975.850139137437
27625,4965.783091401926
27626,4906.826090853617
27627,7004.702242782625
27628,4084.6565484550333
27629,12740.758510225412
27630,8072.519723815202
27631,12081.427158834622
27632,4187.294496041418
27633,5243.432389252888
27634,4020.0710296306297
27635,12704.698438908861
27636,7282.428076841641
27637,14036.155417441898
27638,4409.661843152262
27639,4657.704592666261
27640,4216.468287775787
27641,4151.242639498726
27642,6363.34019049049
27643,7470.753125859078
27644,4798.706071297175
27645,13591.135255659588
27646,10814.830730772712
